Team,Golddiff,Side,Count,TopGold
LZ,"[0.0, -0.68, -3.12, 27.32, 15.08, 103.44, 180.72, 227.24, 199.28, 232.72, 418.56, 528.72, 706.84, 675.64, 560.64, 756.32, 1030.72, 1032.36, 1155.48, 1246.64, 1516.24, 1661.44, 1839.32, 1908.84, 2266.84, 2785.84, 2276.3, 2824.0, 3278.0, 2759.1, 3862.83, 3290.12, 3702.2, 4024.17, 2892.91, 4342.3, 3925.44, 3196.0, 1498.4, -2855.75, -2820.25, -2200.75, 489.0, 409.0, 1756.0, -2503.5, -1548.0, -2360.0, -1741.0, -2219.0, -2660.0, 142.0, 2104.0, 2202.0, 3212.0, 3132.0, 2905.0]",Blue,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 45, 44, 42, 38, 35, 33, 31, 26, 24, 23, 22, 16, 11, 9, 9, 8, 6, 6, 6, 5, 5, 4, 3, 3, 3, 3, 3, 3, 3, 2, 1]","[500.0, 500.73, 511.0, 831.44, 1159.94, 1504.23, 1833.48, 2176.83, 2534.19, 2848.88, 3226.15, 3580.9, 3926.23, 4321.27, 4704.5, 5093.67, 5512.29, 5900.19, 6304.75, 6757.33, 7136.21, 7523.27, 7962.67, 8395.19, 8823.98, 9261.69, 9643.18, 10099.7, 10438.36, 10909.08, 11490.06, 11823.82, 12148.0, 12553.85, 12888.21, 13282.65, 13720.73, 14294.75, 14629.45, 15207.0, 15676.0, 16405.5, 17192.67, 17486.83, 17878.67, 17668.4, 18235.4, 18391.75, 18799.33, 19177.33, 19422.67, 19681.0, 20081.33, 20377.33, 20838.0, 20413.0, 19700.0]"
LZ,"[0.0, 22.35, 15.52, -27.61, -2.96, -71.0, -29.74, -189.74, -267.87, -498.48, -486.57, -579.91, -676.61, -770.65, -995.83, -1174.61, -1458.87, -1556.78, -1506.04, -1278.48, -1516.87, -1699.83, -2014.87, -2268.83, -2563.57, -2827.91, -2712.18, -2592.95, -3215.33, -1837.72, -1534.94, -1506.0, -2616.62, -3044.93, -2369.08, -2764.46, -2716.69, -1941.33, -532.5, 3460.8, 3751.0, 8696.0, 6129.33, 5780.33, 5383.33, 5194.33, 5324.33, 4224.33, 2640.0, 4164.0, 4123.5, 4198.5, 4797.5, 4780.0, 5318.0, 4630.0]",Red,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 45, 44, 42, 38, 35, 33, 31, 26, 24, 23, 22, 16, 11, 9, 9, 8, 6, 6, 6, 5, 5, 4, 3, 3, 3, 3, 3, 3, 3, 2, 1]","[500.0, 500.0, 506.79, 795.83, 1133.44, 1487.88, 1780.12, 2128.73, 2474.25, 2807.65, 3154.65, 3514.08, 3842.27, 4232.38, 4637.75, 4995.04, 5390.6, 5815.65, 6194.6, 6621.31, 6998.88, 7382.58, 7814.12, 8303.33, 8744.08, 9163.12, 9671.91, 10066.55, 10571.33, 10912.58, 11228.94, 11674.0, 12166.32, 12641.15, 12950.42, 13422.65, 13952.18, 14279.69, 14923.36, 15441.0, 15849.44, 16282.25, 17011.67, 17446.67, 17770.17, 18339.8, 18870.4, 19327.5, 20450.67, 20905.67, 21449.33, 21654.67, 22075.67, 22684.33, 23267.67, 22840.5, 22306.0]"
KT,"[0.0, 9.05, 11.29, 37.82, 86.91, 81.09, 199.98, 183.02, 239.49, 374.65, 478.53, 534.67, 694.13, 797.22, 803.09, 962.02, 1083.82, 1277.98, 1270.47, 1513.84, 1578.07, 1615.31, 1709.15, 1822.22, 2231.09, 2510.96, 2501.65, 2563.49, 1948.87, 2166.33, 2181.66, 1680.3, 1790.14, 1093.13, 1111.6, 353.78, -130.29, -416.32, 238.47, -387.33, -1515.57, -195.0, -383.0, -413.1, -1412.56, -339.0, -435.43, 115.83, 893.83, 1348.83, 1036.0, 687.5, 812.83, 781.2, 927.2, 1035.4, 550.5, -373.67, -1613.33, -4392.5, 6582.0]",Both,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 54, 51, 47, 45, 38, 37, 35, 30, 25, 23, 21, 19, 17, 15, 14, 10, 10, 10, 9, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 4, 3, 3, 2, 1]","[500.0, 500.23, 516.75, 832.02, 1172.59, 1517.77, 1836.54, 2182.8, 2527.65, 2873.28, 3237.94, 3600.87, 3959.05, 4347.81, 4729.44, 5107.95, 5491.58, 5896.01, 6295.95, 6712.5, 7109.15, 7488.37, 7917.15, 8318.62, 8773.91, 9192.02, 9611.06, 10067.63, 10478.45, 10902.21, 11307.62, 11684.7, 12089.86, 12462.47, 12819.54, 13193.83, 13550.88, 14017.42, 14490.09, 14867.6, 15251.86, 15765.95, 16114.3, 16502.1, 16868.56, 17144.86, 17470.07, 17524.33, 17849.08, 18203.58, 18529.42, 18826.25, 19080.0, 19714.9, 20069.1, 20330.1, 20064.12, 20676.0, 21117.83, 21905.0, 21874.5]"
KT,"[0.0, 17.79, 19.28, 79.21, 210.31, 325.66, 439.03, 602.72, 664.79, 953.21, 1165.55, 1238.38, 1369.72, 1690.62, 1795.03, 2164.97, 2356.28, 2581.03, 2619.83, 3054.17, 3274.69, 3579.9, 3672.59, 3967.66, 4792.38, 5261.55, 5424.68, 5874.52, 4942.48, 5183.77, 3576.39, 2589.24, 1948.19, -87.75, 2953.1, 2200.0, 2260.29, -148.0, 1700.4, 1250.0, 1075.6, 1609.2, 1625.6, 1611.0, 336.0, 1787.0, 1739.67, 1718.67, 2530.0, 2609.33, 1893.0, 1300.0, 1237.33, 723.33, 648.0, 724.33, -1331.0, -2235.5, -3907.0, -11509.0]",Blue,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 54, 51, 47, 45, 38, 37, 35, 30, 25, 23, 21, 19, 17, 15, 14, 10, 10, 10, 9, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 4, 3, 3, 2, 1]","[500.0, 500.45, 519.8, 846.96, 1197.82, 1525.82, 1875.53, 2227.89, 2579.71, 2949.04, 3307.96, 3663.71, 4041.84, 4460.13, 4831.42, 5238.16, 5636.58, 6059.05, 6467.64, 6894.75, 7288.38, 7665.89, 8086.51, 8501.49, 9005.64, 9474.16, 9896.07, 10352.86, 10707.57, 11159.89, 11528.11, 11765.05, 12189.46, 12413.07, 12791.4, 13055.09, 13331.76, 13750.89, 14234.18, 14561.67, 14851.79, 15516.8, 15842.4, 16243.9, 16384.44, 16731.43, 17073.14, 17058.17, 17461.67, 17812.83, 18043.83, 18260.83, 18462.17, 19072.8, 19412.4, 19659.6, 19574.0, 20408.67, 20637.67, 19684.0, 20146.0]"
KT,"[0.0, -0.69, 2.38, -8.35, -50.73, -191.69, -66.65, -285.12, -234.88, -270.65, -287.77, -250.23, -59.42, -199.27, -303.31, -379.73, -335.46, -175.42, -234.58, -204.23, -314.31, -575.96, -480.85, -570.77, -625.73, -557.0, -646.23, -620.19, -920.0, -719.91, 926.4, 907.7, 1657.05, 1880.39, -116.07, -833.07, -1325.57, -540.15, -370.67, -1206.0, -2955.11, -1999.2, -2391.6, -2437.2, -2811.4, -1933.5, -2066.75, -1487.0, -742.33, 88.33, 179.0, 75.0, 388.33, 868.0, 1346.0, 1502.0, 2432.0, 3350.0, 2974.0, 2724.0, 6582.0]",Red,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 54, 51, 47, 45, 38, 37, 35, 30, 25, 23, 21, 19, 17, 15, 14, 10, 10, 10, 9, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 4, 3, 3, 2, 1]","[500.0, 500.0, 513.69, 817.07, 1147.36, 1509.73, 1797.55, 2137.71, 2475.58, 2797.53, 3167.91, 3538.04, 3876.27, 4235.49, 4627.45, 4977.73, 5346.58, 5732.96, 6124.27, 6530.25, 6929.93, 7310.85, 7747.78, 8135.75, 8542.18, 8909.87, 9326.04, 9782.39, 10249.32, 10644.53, 11087.13, 11604.35, 11990.26, 12511.87, 12847.68, 13332.57, 13770.0, 14283.95, 14746.0, 15173.53, 15651.93, 16015.1, 16386.2, 16760.3, 17352.67, 17558.29, 17867.0, 17990.5, 18236.5, 18594.33, 19015.0, 19391.67, 19697.83, 20357.0, 20725.8, 21000.6, 20554.25, 20943.33, 21598.0, 24126.0, 23603.0]"
EEW,"[0.0, 18.16, -10.14, -13.29, -25.53, 114.94, 144.65, 174.63, 223.04, 397.76, 495.18, 491.31, 569.86, 566.94, 418.27, 417.45, 669.39, 728.92, 677.12, 777.65, 793.35, 514.06, 552.92, 950.77, 863.38, 846.45, 995.96, 1700.02, 1440.81, 1087.38, 679.58, 293.48, 543.17, 919.66, 775.0, 341.04, 342.83, 757.35, 847.64, 1472.81, 728.68, 1202.38, -84.73, -2585.12, -4706.29, -4649.0, -3533.0, -678.5, -4618.0, -1610.0]",Both,"[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 48, 47, 47, 47, 45, 43, 37, 33, 31, 30, 29, 29, 26, 24, 23, 22, 21, 19, 16, 11, 8, 7, 3, 3, 2, 1, 1]","[500.0, 500.61, 515.34, 822.34, 1156.58, 1501.93, 1808.56, 2153.62, 2495.73, 2827.42, 3183.8, 3528.42, 3876.23, 4256.39, 4622.19, 5006.95, 5396.27, 5751.19, 6135.26, 6538.79, 6936.07, 7333.87, 7735.4, 8162.82, 8584.9, 8994.72, 9425.95, 9800.86, 10205.42, 10552.08, 10947.71, 11352.89, 11807.27, 12182.19, 12573.78, 13033.94, 13419.4, 13826.04, 14239.05, 14518.62, 14781.95, 15079.47, 15533.77, 15802.94, 16279.71, 17133.67, 17421.17, 17237.5, 18213.5, 18614.0]"
EEW,"[0.0, 35.48, -21.6, -81.52, -75.88, 29.24, 5.72, -78.36, -142.8, -55.04, -112.6, -149.04, -173.0, -360.0, -549.24, -756.92, -580.64, -609.12, -782.0, -783.36, -934.84, -1346.72, -1496.56, -1119.67, -1487.71, -1776.08, -1855.75, -819.27, -405.86, -97.95, 1100.21, 1714.72, 2303.59, 1816.41, 1864.65, 439.27, 1226.86, 2056.31, 2791.5, 2995.58, 1940.18, 4530.11, 1163.6, -2521.0, -4259.33, -6153.0, -4249.0]",Blue,"[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 48, 47, 47, 47, 45, 43, 37, 33, 31, 30, 29, 29, 26, 24, 23, 22, 21, 19, 16, 11, 8, 7, 3, 3, 2, 1, 1]","[500.0, 501.22, 520.92, 828.37, 1167.59, 1522.45, 1843.1, 2191.39, 2539.55, 2884.22, 3242.49, 3580.08, 3935.76, 4326.47, 4693.49, 5099.94, 5521.65, 5878.86, 6293.71, 6706.12, 7100.63, 7476.16, 7875.94, 8332.88, 8754.55, 9182.55, 9624.57, 10085.51, 10474.93, 10812.95, 11183.55, 11518.13, 12028.47, 12476.9, 12864.24, 13236.96, 13623.38, 14098.52, 14454.77, 14789.52, 14936.11, 15354.44, 15685.27, 15947.25, 16227.57, 17947.67, 18347.0, 18786.5, 20723.0, 21360.0]"
EEW,"[0.0, 0.12, 1.79, 57.79, 26.92, 204.21, 289.38, 438.17, 604.12, 869.42, 1128.29, 1158.33, 1343.67, 1532.5, 1426.08, 1640.75, 1971.5, 2122.71, 2197.04, 2403.71, 2593.54, 2452.38, 2687.79, 3021.21, 3316.7, 3583.0, 3971.65, 4109.78, 3375.43, 2481.88, 108.71, -1674.38, -1758.92, -350.75, -768.67, 207.09, -894.8, -931.3, -1485.0, -557.56, -937.12, -3076.14, -1125.0, -2623.6, -5041.5, -3897.0, -3175.0, -678.5, -4618.0, -1610.0]",Red,"[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 48, 47, 47, 47, 45, 43, 37, 33, 31, 30, 29, 29, 26, 24, 23, 22, 21, 19, 16, 11, 8, 7, 3, 3, 2, 1, 1]","[500.0, 500.0, 509.76, 816.31, 1145.57, 1481.41, 1774.02, 2115.86, 2451.92, 2770.61, 3125.1, 3476.76, 3816.71, 4186.31, 4550.9, 4913.96, 5270.88, 5623.53, 5976.8, 6371.45, 6771.51, 7191.57, 7594.86, 7992.77, 8415.26, 8806.89, 9227.32, 9516.2, 9935.91, 10291.22, 10711.88, 11187.65, 11586.07, 11887.48, 12283.31, 12830.92, 13215.42, 13553.57, 14023.32, 14247.71, 14627.79, 14804.5, 15382.27, 15658.62, 16331.86, 16319.67, 16495.33, 15688.5, 15704.0, 15868.0]"
AFS,"[0.0, 9.22, 10.78, 59.2, 96.85, 84.83, 133.85, 154.18, 214.7, 258.77, 229.9, 276.1, 336.5, 354.83, 321.12, 348.18, 308.08, 304.18, 353.43, 530.93, 569.08, 717.68, 843.77, 940.07, 1045.18, 932.07, 1075.02, 1411.4, 1020.23, 1469.9, 1045.3, 1785.11, 745.43, 909.22, -22.83, 425.7, 990.23, 1895.59, 695.83, 2432.23, 2009.25, 2213.14, -1612.64, -2902.56, -2047.43, -203.2, 238.4, 1224.75, 1455.0, 2845.5, 5420.0, 5267.5, 4144.0, 2366.0, 2596.0, 2285.0, 3549.0]",Both,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 59, 55, 52, 51, 46, 45, 42, 40, 35, 33, 30, 27, 24, 22, 16, 14, 11, 9, 7, 5, 5, 4, 4, 4, 2, 2, 1, 1, 1, 1, 1]","[500.0, 500.98, 513.89, 825.91, 1164.28, 1501.07, 1814.77, 2147.57, 2483.27, 2810.81, 3171.32, 3534.69, 3891.27, 4269.31, 4668.03, 5042.32, 5455.72, 5839.69, 6231.76, 6626.11, 7023.47, 7399.62, 7817.88, 8218.82, 8662.11, 9124.17, 9545.96, 9956.44, 10351.19, 10785.25, 11114.86, 11548.52, 12002.26, 12425.58, 12753.36, 13180.55, 13637.92, 14066.94, 14455.6, 14891.27, 15450.12, 15874.79, 16353.95, 16656.17, 17025.93, 17673.2, 18032.2, 18168.88, 18514.62, 18871.88, 20058.0, 20341.25, 20804.0, 21168.0, 21674.5, 21954.0, 22289.5]"
AFS,"[0.0, 34.73, 38.17, 117.6, 140.7, 64.9, 87.5, 88.0, 185.57, 174.4, 136.8, 152.97, 319.0, 399.7, 334.53, 450.87, 574.0, 742.07, 840.2, 1101.87, 1130.83, 1185.23, 1447.53, 1832.1, 2141.23, 2026.6, 2182.13, 1500.39, 1009.37, 1622.0, 1191.67, 2001.87, 954.09, 1498.76, 1093.5, 510.67, 2240.75, 2484.56, 1336.5, 3508.31, 4630.38, 2941.14, -2073.8, -2644.6, -2514.25, -952.67, -421.33, -65.0, 94.33, 2302.33, 6455.0, 6161.0]",Blue,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 59, 55, 52, 51, 46, 45, 42, 40, 35, 33, 30, 27, 24, 22, 16, 14, 11, 9, 7, 5, 5, 4, 4, 4, 2, 2, 1, 1, 1, 1, 1]","[500.0, 501.42, 517.2, 831.67, 1180.58, 1503.23, 1836.97, 2167.25, 2509.02, 2842.12, 3180.7, 3555.47, 3909.18, 4294.87, 4702.0, 5078.65, 5478.72, 5886.6, 6289.8, 6700.87, 7108.1, 7497.15, 7931.87, 8349.57, 8799.82, 9262.95, 9672.05, 10112.18, 10441.35, 10906.47, 11255.13, 11763.56, 12179.36, 12660.85, 12888.09, 13346.3, 13945.53, 14436.89, 14695.67, 15348.59, 15757.06, 16154.0, 16226.36, 16536.56, 17157.86, 17949.2, 18366.8, 18706.75, 19086.25, 19535.5, 20003.0, 20245.0, 19815.0, 20019.0, 20557.0, 20680.0, 21127.0]"
AFS,"[0.0, -16.3, -16.6, 0.8, 53.0, 104.77, 180.2, 220.37, 243.83, 343.13, 323.0, 399.23, 354.0, 309.97, 307.7, 245.5, 42.17, -133.7, -133.33, -40.0, 7.33, 250.13, 240.0, 48.03, -50.87, -162.47, -70.28, 1319.11, 1031.96, 1311.72, 885.64, 1558.5, 515.9, 257.63, -1204.82, 323.73, -438.93, 1038.91, -201.1, 877.89, -611.88, 1485.14, -1228.33, -3225.0, -1425.0, 921.0, 1228.0, 5094.0, 5537.0, 4475.0, 4385.0, 4374.0, 4144.0, 2366.0, 2596.0, 2285.0, 3549.0]",Red,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 59, 55, 52, 51, 46, 45, 42, 40, 35, 33, 30, 27, 24, 22, 16, 14, 11, 9, 7, 5, 5, 4, 4, 4, 2, 2, 1, 1, 1, 1, 1]","[500.0, 500.55, 510.58, 820.15, 1147.98, 1498.9, 1792.57, 2127.9, 2457.52, 2779.5, 3161.95, 3513.92, 3873.35, 4243.75, 4634.07, 5006.0, 5432.73, 5792.78, 6173.72, 6551.35, 6938.83, 7302.1, 7703.88, 8088.07, 8524.4, 8985.38, 9419.86, 9800.69, 10261.04, 10664.04, 10974.59, 11333.49, 11825.17, 12190.3, 12618.63, 13014.79, 13330.3, 13697.0, 14215.54, 14433.95, 15143.19, 15595.57, 16481.55, 16775.78, 16894.0, 17397.2, 17697.6, 17631.0, 17943.0, 18208.25, 20113.0, 20437.5, 21793.0, 22317.0, 22792.0, 23228.0, 23452.0]"
SSG,"[0.0, -0.2, 9.58, -12.18, 3.8, 57.95, 131.8, 88.25, 271.89, 161.31, 241.84, 205.84, 289.95, 331.64, 342.85, 496.58, 449.69, 507.8, 707.47, 949.98, 975.02, 1061.53, 1080.35, 1238.29, 1238.89, 1467.33, 1542.35, 1826.17, 1502.08, 1157.09, 1149.35, 925.55, 302.81, 1757.39, 857.11, 1082.23, 407.79, 485.81, 607.29, 874.65, 919.29, 678.93, -424.38, 82.27, 142.2, 2743.5, 2870.67, 2466.33, 3960.4, 3914.8, 3778.5, 3714.75, 4311.0, 3411.0, 4215.67, 4206.0, 3630.67, 3610.5, 2685.0, 2724.0, 6582.0]",Both,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 54, 52, 50, 46, 43, 40, 37, 33, 28, 26, 24, 21, 17, 17, 17, 14, 13, 11, 10, 6, 6, 6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1]","[500.0, 500.18, 513.06, 831.77, 1164.62, 1507.09, 1820.93, 2167.52, 2507.41, 2819.96, 3187.18, 3563.66, 3921.71, 4311.17, 4689.32, 5068.84, 5467.02, 5862.0, 6252.53, 6651.68, 7047.15, 7437.63, 7854.03, 8266.0, 8682.59, 9141.55, 9587.77, 10013.17, 10431.74, 10861.32, 11294.13, 11724.18, 12115.16, 12454.68, 12831.75, 13233.75, 13668.15, 14051.76, 14461.94, 14851.82, 15199.91, 15524.04, 15925.81, 16371.23, 16695.45, 16898.92, 17306.92, 17570.58, 18003.6, 18281.4, 18805.0, 19192.5, 19457.38, 19695.0, 20009.0, 20257.0, 20521.67, 20465.5, 20722.75, 21430.0, 21874.5]"
SSG,"[0.0, -0.29, 18.61, 34.64, 65.29, 125.46, 286.82, 177.89, 355.29, 210.25, 305.57, 256.11, 406.39, 459.57, 584.14, 654.64, 748.61, 926.43, 1158.5, 1576.21, 1656.57, 1813.39, 2024.0, 2231.71, 2420.64, 2759.64, 2582.0, 2961.81, 2005.92, 2278.87, 1431.9, 828.65, -701.44, 818.88, -208.13, 302.69, -704.0, 192.4, -396.17, -138.83, 433.17, -1424.8, -1136.0, -751.6, -1586.8, 3818.67, 3220.0, 2905.33, 5564.5, 5552.5, 5420.0, 4717.5, 5331.5, 4084.0, 4653.0, 4777.0, 3971.0, 3350.0, 2974.0, 2724.0, 6582.0]",Blue,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 54, 52, 50, 46, 43, 40, 37, 33, 28, 26, 24, 21, 17, 17, 17, 14, 13, 11, 10, 6, 6, 6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1]","[500.0, 500.18, 515.84, 836.75, 1162.25, 1506.13, 1837.22, 2180.22, 2524.53, 2837.89, 3224.07, 3599.51, 3961.85, 4360.87, 4763.51, 5143.44, 5547.42, 5947.71, 6368.49, 6782.82, 7170.49, 7577.29, 8013.6, 8440.76, 8865.29, 9352.87, 9799.81, 10270.1, 10647.7, 11026.72, 11515.3, 11943.78, 12269.95, 12730.15, 13067.79, 13395.92, 13782.33, 14198.9, 14600.18, 14990.76, 15344.24, 15530.79, 15771.92, 16226.18, 16607.6, 16874.0, 17285.17, 17553.5, 18165.0, 18465.4, 19237.0, 19528.75, 19821.0, 19773.67, 20079.33, 20270.33, 20470.33, 20977.5, 21134.5, 19475.0, 20146.0]"
SSG,"[0.0, -0.11, 0.22, -60.74, -59.96, -12.07, -28.96, -4.7, 185.41, 110.56, 175.74, 153.7, 169.19, 198.96, 92.63, 332.67, 139.7, 73.67, 239.74, 300.56, 268.22, 281.81, 101.74, 208.07, 13.37, 127.15, 502.7, 599.68, 998.24, 35.3, 879.64, 1022.45, 1254.21, 2754.56, 2086.23, 1861.77, 1348.54, 752.55, 1154.64, 1427.45, 1184.45, 1847.67, 20.38, 777.17, 1871.2, 1668.33, 2521.33, 2027.33, 2891.0, 2823.0, 2137.0, 2712.0, 3290.5, 3074.5, 3997.0, 3920.5, 3460.5, 3871.0, 2396.0]",Red,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 54, 52, 50, 46, 43, 40, 37, 33, 28, 26, 24, 21, 17, 17, 17, 14, 13, 11, 10, 6, 6, 6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1]","[500.0, 500.18, 510.29, 826.8, 1166.98, 1508.05, 1804.64, 2154.82, 2490.29, 2802.04, 3150.29, 3527.82, 3881.56, 4261.47, 4615.13, 4994.24, 5386.62, 5776.29, 6136.56, 6520.55, 6923.8, 7297.96, 7694.45, 8091.24, 8499.89, 8930.22, 9375.72, 9756.25, 10215.78, 10695.91, 11072.95, 11504.58, 11960.38, 12179.21, 12595.71, 13071.58, 13553.96, 13904.62, 14323.71, 14712.88, 15055.59, 15517.29, 16079.69, 16516.27, 16783.3, 16923.83, 17328.67, 17587.67, 17842.2, 18097.4, 18373.0, 18856.25, 19093.75, 19616.33, 19938.67, 20243.67, 20573.0, 19953.5, 20311.0, 23385.0, 23603.0]"
BBQ,"[0.0, 11.8, 29.22, 37.13, 59.89, 38.8, 17.56, 96.0, 144.11, 71.58, 187.82, 324.2, 377.33, 521.56, 492.8, 659.89, 639.33, 560.11, 653.2, 812.67, 954.04, 923.13, 1109.73, 997.18, 1008.56, 1377.95, 2054.86, 2212.78, 2549.93, 1840.34, 1906.63, 1125.81, 755.75, 2078.12, 2233.56, 2792.48, 2385.41, 2135.25, 979.42, 2737.55, 3114.22, 2162.75, -662.5, 2770.4, 1926.25, 1408.25, 1459.25, 3392.0, 4193.0, 3842.67, 3912.67, 4320.33, 4382.33, 9.0, 317.5, 256.0, 2221.0]",Both,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 44, 43, 41, 41, 38, 35, 31, 28, 25, 25, 23, 22, 16, 12, 11, 9, 8, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2]","[500.0, 500.56, 518.19, 811.63, 1136.61, 1469.24, 1766.74, 2097.68, 2443.24, 2770.29, 3134.43, 3500.43, 3848.27, 4234.33, 4656.79, 5026.39, 5413.58, 5817.59, 6216.68, 6619.88, 7018.88, 7384.84, 7808.6, 8239.67, 8654.43, 9069.95, 9521.5, 9929.2, 10367.24, 10739.95, 11151.17, 11537.19, 11917.45, 12321.54, 12707.0, 13108.96, 13439.27, 13609.88, 14110.38, 14489.45, 14590.5, 14878.44, 15256.83, 15643.0, 15788.75, 16074.38, 16323.25, 16843.0, 17336.17, 17636.17, 17924.83, 18244.67, 18660.5, 19372.25, 19805.75, 20083.25, 20562.75]"
BBQ,"[0.0, -0.15, 18.4, -4.5, -14.55, -26.75, -57.55, 1.55, 68.7, 9.65, 172.15, 268.3, 158.55, 395.8, 358.55, 347.05, 427.15, 27.85, 88.35, 49.65, 98.8, -147.95, -140.2, -537.1, -553.05, 71.26, 807.39, 886.56, 1046.56, -939.62, -360.87, -1930.93, -1720.0, -1143.91, -1398.64, -943.8, -1386.0, -686.0, -351.88, 1711.14, 3597.67, 2059.2, -1237.25, 3222.67, 2772.67, 1940.0, 1615.0, 3289.67, 3570.0, 2899.5, 2524.5, 2687.5, 2026.5, 9.0, 317.5, 256.0, 2221.0]",Blue,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 44, 43, 41, 41, 38, 35, 31, 28, 25, 25, 23, 22, 16, 12, 11, 9, 8, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2]","[500.0, 501.11, 520.44, 827.0, 1156.44, 1477.04, 1782.2, 2119.33, 2469.44, 2793.36, 3166.62, 3544.33, 3910.84, 4316.56, 4754.64, 5142.07, 5533.87, 5929.13, 6349.31, 6783.07, 7199.73, 7571.07, 8045.2, 8446.2, 8877.13, 9320.89, 9864.3, 10259.32, 10741.17, 10987.18, 11401.86, 11735.1, 12055.54, 12567.04, 12985.76, 13429.96, 13736.32, 13951.94, 14275.33, 14876.09, 14842.44, 14923.0, 14923.83, 15611.6, 15699.5, 15925.5, 16170.75, 16816.5, 17121.33, 17307.0, 17545.67, 17834.33, 18262.33, 17876.5, 18370.0, 18570.5, 19281.5]"
